year,country,crop,quantity
2012,Turkey,Permanent crops for human consumption,
2012,Turkey,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2012,Turkey,Fruits from temperate climate zones,
2012,Turkey,Pome fruits,
2012,Turkey,Apples,
2012,Turkey,Pears,
2012,Turkey,Other pome fruits n.e.c.,
2012,Turkey,Stone fruits,
2012,Turkey,Peaches,
2012,Turkey,Nectarines,
2012,Turkey,Apricots,
2012,Turkey,Cherries,
2012,Turkey,Plums,
2012,Turkey,Other stone fruits n.e.c,
2012,Turkey,Fruits from subtropical and tropical climate zones,
2012,Turkey,Berries (excluding strawberries),
2012,Turkey,Nuts,
2012,Turkey,Citrus fruits,
2012,Turkey,Grapes,
2012,Turkey,Olives,
2012,Turkey,Other permanent crops for human consumption n.e.c.,
2012,Turkey,Cultivated mushrooms,
2013,Bulgaria,Rice,0
2013,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2013,Bulgaria,Root crops,0
2013,Bulgaria,Potatoes (including seed potatoes),0
2013,Bulgaria,Sugar beet (excluding seed),0
2013,Bulgaria,Other root crops n.e.c.,0
2013,Bulgaria,Rape and turnip rape seeds,0
2013,Bulgaria,Soya,0
2013,Bulgaria,Linseed (oilflax),0
2013,Bulgaria,Fibre crops,0
2013,Bulgaria,Tobacco,0
2013,Bulgaria,Hops,0
2013,Bulgaria,Brassicas,0
2013,Bulgaria,Other fresh vegetables n.e.c.,0
2013,Bulgaria,Pears,0
2013,Bulgaria,Nectarines,0
2013,Bulgaria,Apricots,0
2013,Bulgaria,Fruits from subtropical and tropical climate zones,0
2013,Bulgaria,Citrus fruits,0
2013,Bulgaria,Olives,0
2013,Bulgaria,Cultivated mushrooms,0
2013,Czech Republic,Rice,0
2013,Czech Republic,Sugar beet (excluding seed),0
2013,Czech Republic,Fibre crops,0
2013,Czech Republic,Tobacco,0
2013,Estonia,Grain maize and corn-cob-mix,0
2013,Estonia,Rice,0
2013,Estonia,Sugar beet (excluding seed),0
2013,Estonia,Fibre crops,0
2013,Estonia,Tobacco,0
2013,Estonia,Hops,0
2013,Estonia,Plants harvested green from arable land,0
2013,Estonia,Leafy and stalked vegetables (excluding brassicas),0
2013,Estonia,Fresh pulses,0
2013,Estonia,Pears,0
2013,Estonia,Peaches,0
2013,Estonia,Nectarines,0
2013,Estonia,Apricots,0
2013,Estonia,Cherries,0
2013,Estonia,Plums,0
2013,Estonia,Fruits from subtropical and tropical climate zones,0
2013,Estonia,Nuts,0
2013,Estonia,Citrus fruits,0
2013,Estonia,Olives,0
2013,Estonia,Cultivated mushrooms,0
2013,Greece,Sugar beet (excluding seed),0
2013,Greece,Hops,0
2013,Spain,Linseed (oilflax),0
2013,Spain,Tobacco,0
2013,Spain,Hops,0
2013,Croatia,Rice,0
2013,Croatia,Sugar beet (excluding seed),0
2013,Croatia,Fibre crops,0
2013,Croatia,Tobacco,0
2013,Croatia,Hops,0
2013,Croatia,Nectarines,0
2013,Croatia,Citrus fruits,0
2013,Cyprus,Rye and winter cereal mixtures (maslin),0
2013,Cyprus,Grain maize and corn-cob-mix,0
2013,Cyprus,Other cereals (including triticale and sorghum),0
2013,Cyprus,Rice,0
2013,Cyprus,Sugar beet (excluding seed),0
2013,Cyprus,Other root crops n.e.c.,0
2013,Cyprus,Oilseeds,0
2013,Cyprus,Fibre crops,0
2013,Cyprus,Tobacco,0
2013,Cyprus,Hops,0
2013,Cyprus,Other industrial crops including energy crops n.e.c.,0
2013,Cyprus,Brassicas,0
2013,Cyprus,"Root, tuber and bulb vegetables",0
2013,Cyprus,Other fresh vegetables n.e.c.,0
2013,Cyprus,Strawberries,0
2013,Cyprus,Berries (excluding strawberries),0
2013,Cyprus,Cultivated mushrooms,0
2013,Latvia,Grain maize and corn-cob-mix,0
2013,Latvia,Rice,0
2013,Latvia,Sunflower seed,0
2013,Latvia,Fibre crops,0
2013,Latvia,Tobacco,0
2013,Latvia,Hops,0
2013,Latvia,Other fresh vegetables n.e.c.,0
2013,Latvia,Peaches,0
2013,Latvia,Nectarines,0
2013,Latvia,Apricots,0
2013,Latvia,Fruits from subtropical and tropical climate zones,0
2013,Latvia,Nuts,0
2013,Latvia,Citrus fruits,0
2013,Latvia,Grapes,0
2013,Latvia,Olives,0
2013,Latvia,Cultivated mushrooms,0
2013,Lithuania,Durum wheat,0
2013,Lithuania,Grain maize and corn-cob-mix,0
2013,Lithuania,Rice,0
2013,Lithuania,Sugar beet (excluding seed),0
2013,Lithuania,Linseed (oilflax),0
2013,Lithuania,Tobacco,0
2013,Lithuania,Hops,0
2013,Lithuania,Other industrial crops including energy crops n.e.c.,0
2013,Lithuania,Leafy and stalked vegetables (excluding brassicas),0
2013,Lithuania,Fresh pulses,0
2013,Lithuania,Peaches,0
2013,Lithuania,Nectarines,0
2013,Lithuania,Apricots,0
2013,Lithuania,Cherries,0
2013,Lithuania,Citrus fruits,0
2013,Lithuania,Grapes,0
2013,Lithuania,Olives,0
2013,Lithuania,Cultivated mushrooms,0
2013,Luxembourg,Durum wheat,0
2013,Luxembourg,Rice,0
2013,Luxembourg,Sugar beet (excluding seed),0
2013,Luxembourg,Sunflower seed,0
2013,Luxembourg,Soya,0
2013,Luxembourg,Fibre crops,0
2013,Luxembourg,Tobacco,0
2013,Luxembourg,Hops,0
2013,Luxembourg,"Aromatic, medicinal and culinary plants",0
2013,Luxembourg,Peaches,0
2013,Luxembourg,Nectarines,0
2013,Luxembourg,Apricots,0
2013,Luxembourg,Fruits from subtropical and tropical climate zones,0
2013,Luxembourg,Citrus fruits,0
2013,Luxembourg,Olives,0
2013,Luxembourg,Other permanent crops for human consumption n.e.c.,0
2013,Luxembourg,Cultivated mushrooms,0
2013,Hungary,Fibre crops,0
2013,Hungary,Hops,0
2013,Hungary,Other industrial crops including energy crops n.e.c.,0
2013,Hungary,Fruits from subtropical and tropical climate zones,0
2013,Hungary,Citrus fruits,0
2013,Hungary,Olives,0
2013,Poland,Rice,0
2013,Poland,Fibre crops,0
2013,Poland,Tobacco,0
2013,Poland,Fruits from subtropical and tropical climate zones,0
2013,Poland,Citrus fruits,0
2013,Poland,Olives,0
2013,Poland,Cultivated mushrooms,0
2013,Romania,Fibre crops,0
2013,Romania,Hops,0
2013,Romania,Other industrial crops including energy crops n.e.c.,0
2013,Romania,Other fresh vegetables n.e.c.,0
2013,Romania,Strawberries,0
2013,Romania,Nectarines,0
2013,Romania,Fruits from subtropical and tropical climate zones,0
2013,Romania,Citrus fruits,0
2013,Romania,Olives,0
2013,Romania,Cultivated mushrooms,0
2013,Slovenia,Rice,0
2013,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2013,Slovenia,Sugar beet (excluding seed),0
2013,Slovenia,Fibre crops,0
2013,Slovenia,Tobacco,0
2013,Slovenia,Hops,0
2013,Slovenia,Nectarines,0
2013,Slovenia,Apricots,0
2013,Slovenia,Citrus fruits,0
2013,Slovakia,Durum wheat,0
2013,Slovakia,Rice,0
2013,Slovakia,Sugar beet (excluding seed),0
2013,Slovakia,Fibre crops,0
2013,Slovakia,Tobacco,0
2013,Slovakia,Hops,0
2013,Slovakia,Other industrial crops including energy crops n.e.c.,0
2013,Slovakia,Fresh pulses,0
2013,Slovakia,Other fresh vegetables n.e.c.,0
2013,Slovakia,Nectarines,0
2013,Slovakia,Fruits from subtropical and tropical climate zones,0
2013,Slovakia,Citrus fruits,0
2013,Slovakia,Olives,0
2013,Slovakia,Cultivated mushrooms,0
2013,Finland,Grain maize and corn-cob-mix,0
2013,Finland,Other cereals (including triticale and sorghum),0
2013,Finland,Rice,0
2013,Finland,Sugar beet (excluding seed),0
2013,Finland,Other root crops n.e.c.,0
2013,Finland,Fibre crops,0
2013,Finland,Tobacco,0
2013,Finland,Hops,0
2013,Finland,"Aromatic, medicinal and culinary plants",0
2013,Finland,Other industrial crops including energy crops n.e.c.,0
2013,Finland,Leafy and stalked vegetables (excluding brassicas),0
2013,Finland,Vegetables cultivated for fruit (including melons),0
2013,Finland,Other fresh vegetables n.e.c.,0
2013,Finland,Pears,0
2013,Finland,Peaches,0
2013,Finland,Nectarines,0
2013,Finland,Apricots,0
2013,Finland,Cherries,0
2013,Finland,Plums,0
2013,Finland,Fruits from subtropical and tropical climate zones,0
2013,Finland,Nuts,0
2013,Finland,Citrus fruits,0
2013,Finland,Grapes,0
2013,Finland,Olives,0
2013,Finland,Cultivated mushrooms,0
2013,Sweden,Durum wheat,0
2013,Sweden,Sugar beet (excluding seed),0
2013,Sweden,Soya,0
2013,United Kingdom,Durum wheat,0
2013,United Kingdom,Rice,0
2013,United Kingdom,Other root crops n.e.c.,0
2013,United Kingdom,Soya,0
2013,United Kingdom,Other oilseed crops n.e.c.,0
2013,United Kingdom,Fibre crops,0
2013,United Kingdom,Tobacco,0
2013,United Kingdom,"Aromatic, medicinal and culinary plants",0
2013,United Kingdom,Other industrial crops including energy crops n.e.c.,0
2013,United Kingdom,Plants harvested green from arable land,0
2013,United Kingdom,Vegetables cultivated for fruit (including melons),0
2013,United Kingdom,Fresh pulses,0
2013,United Kingdom,Other fresh vegetables n.e.c.,0
2013,United Kingdom,Peaches,0
2013,United Kingdom,Nectarines,0
2013,United Kingdom,Apricots,0
2013,United Kingdom,Cherries,0
2013,United Kingdom,Plums,0
2013,United Kingdom,Fruits from subtropical and tropical climate zones,0
2013,United Kingdom,Berries (excluding strawberries),0
2013,United Kingdom,Nuts,0
2013,United Kingdom,Citrus fruits,0
2013,United Kingdom,Grapes,0
2013,United Kingdom,Olives,0
2013,United Kingdom,Cultivated mushrooms,0
2013,Norway,Grain maize and corn-cob-mix,0
2013,Norway,Other cereals (including triticale and sorghum),0
2013,Norway,Rice,0
2013,Norway,Sugar beet (excluding seed),0
2013,Norway,Other root crops n.e.c.,0
2013,Norway,Fibre crops,0
2013,Norway,Tobacco,0
2013,Norway,Other industrial crops including energy crops n.e.c.,0
2013,Norway,Peaches,0
2013,Norway,Apricots,0
2013,Norway,Fruits from subtropical and tropical climate zones,0
2013,Norway,Nuts,0
2013,Norway,Citrus fruits,0
2013,Norway,Grapes,0
2013,Norway,Olives,0
2013,Norway,Cultivated mushrooms,0
2013,Serbia,Durum wheat,0
2013,Serbia,Rice,0
2013,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2013,Serbia,Sugar beet (excluding seed),0
2013,Serbia,Other oilseed crops n.e.c.,0
2013,Serbia,Fibre crops,0
2013,Serbia,Tobacco,0
2013,Serbia,Hops,0
2013,Serbia,Nectarines,0
2013,Serbia,Fruits from subtropical and tropical climate zones,0
2013,Serbia,Citrus fruits,0
2013,Serbia,Olives,0
2013,Turkey,Other root crops n.e.c.,0
2013,Turkey,Hops,0
2013,Turkey,Other fresh vegetables n.e.c.,0
2013,Turkey,Cultivated mushrooms,0
2013,Bulgaria,"Root, tuber and bulb vegetables",1
2013,Czech Republic,Cultivated mushrooms,1
2013,Estonia,Grapes,1
2013,Croatia,Other fresh vegetables n.e.c.,1
2013,Latvia,Linseed (oilflax),1
2013,Poland,Nectarines,1
2013,Slovakia,Brassicas,1
2013,Slovakia,Peaches,1
2013,Slovakia,Apricots,1
2013,Slovakia,Cherries,1
2013,Serbia,Other industrial crops including energy crops n.e.c.,1
2013,Serbia,Pears,1
2013,Serbia,Peaches,1
2013,Czech Republic,Other fresh vegetables n.e.c.,2
2013,Estonia,Brassicas,2
2013,Latvia,Fresh pulses,2
2013,Lithuania,Plums,2
2013,Lithuania,Nuts,2
2013,Hungary,Tobacco,2
2013,Slovenia,Cherries,2
2013,Slovakia,Pears,2
2013,Serbia,Rape and turnip rape seeds,2
2013,Serbia,Other fresh vegetables n.e.c.,2
2013,Bulgaria,Other oilseed crops n.e.c.,3
2013,Greece,Other root crops n.e.c.,3
2013,Croatia,Other root crops n.e.c.,3
2013,Croatia,Linseed (oilflax),3
2013,Slovakia,Nuts,3
2013,Serbia,Other root crops n.e.c.,3
2013,Czech Republic,Nectarines,4
2013,Lithuania,Pears,4
2013,Poland,Hops,4
2013,Serbia,Linseed (oilflax),4
2013,Serbia,Nuts,4
2013,Croatia,Peaches,5
2013,Croatia,Apricots,5
2013,Lithuania,Fibre crops,5
2013,Slovenia,Linseed (oilflax),5
2013,Slovenia,Fresh pulses,5
2013,Serbia,Grapes,5
2013,Turkey,Linseed (oilflax),5
2013,Czech Republic,Hops,6
2013,Estonia,"Aromatic, medicinal and culinary plants",6
2013,Slovenia,Plums,6
2013,Slovenia,Cultivated mushrooms,6
2013,Croatia,Strawberries,7
2013,Lithuania,Other oilseed crops n.e.c.,7
2013,Hungary,Strawberries,7
2013,Hungary,Nectarines,7
2013,Slovenia,Berries (excluding strawberries),7
2013,Slovenia,Nuts,7
2013,Czech Republic,Rape and turnip rape seeds,8
2013,Croatia,Fruits from subtropical and tropical climate zones,8
2013,Serbia,Cultivated mushrooms,8
2013,Spain,Rape and turnip rape seeds,9
2013,Croatia,Other industrial crops including energy crops n.e.c.,9
2013,Cyprus,Nectarines,9
2013,Slovenia,Peaches,9
2013,Czech Republic,Strawberries,10
2013,Slovenia,Sunflower seed,10
2013,Slovenia,Fruits from subtropical and tropical climate zones,11
2013,Czech Republic,Leafy and stalked vegetables (excluding brassicas),12
2013,Serbia,Apricots,12
2013,Greece,Berries (excluding strawberries),13
2013,Croatia,Cherries,13
2013,Slovenia,"Aromatic, medicinal and culinary plants",13
2013,Serbia,Sunflower seed,13
2013,Bulgaria,Strawberries,15
2013,Spain,Soya,15
2013,Croatia,Cultivated mushrooms,15
2013,Slovenia,Soya,15
2013,Slovenia,Strawberries,15
2013,Slovakia,Plums,15
2013,Slovakia,Berries (excluding strawberries),15
2013,Czech Republic,Fresh pulses,16
2013,Hungary,Sugar beet (excluding seed),16
2013,Slovenia,Leafy and stalked vegetables (excluding brassicas),17
2013,Slovakia,Vegetables cultivated for fruit (including melons),17
2013,Bulgaria,Apples,18
2013,Poland,Sugar beet (excluding seed),18
2013,Poland,Grapes,19
2013,Lithuania,Sunflower seed,20
2013,Slovenia,Rape and turnip rape seeds,20
2013,Turkey,Berries (excluding strawberries),20
2013,Estonia,Vegetables cultivated for fruit (including melons),21
2013,Lithuania,Strawberries,21
2013,Croatia,Fresh pulses,22
2013,Serbia,Oats and spring cereal mixtures (mixed grain other than maslin),22
2013,Croatia,Pears,23
2013,Slovakia,Linseed (oilflax),23
2013,Latvia,Sugar beet (excluding seed),24
2013,Slovenia,Brassicas,24
2013,Slovakia,"Root, tuber and bulb vegetables",24
2013,Czech Republic,Linseed (oilflax),25
2013,Croatia,Brassicas,25
2013,Latvia,Other industrial crops including energy crops n.e.c.,25
2013,Serbia,Fresh pulses,26
2013,Turkey,Nectarines,26
2013,Greece,Other fresh vegetables n.e.c.,27
2013,Cyprus,Cherries,27
2013,Poland,Linseed (oilflax),27
2013,Slovenia,Other industrial crops including energy crops n.e.c.,27
2013,Turkey,Rape and turnip rape seeds,27
2013,Latvia,"Aromatic, medicinal and culinary plants",28
2013,Romania,Tobacco,28
2013,Estonia,Other root crops n.e.c.,30
2013,Latvia,Plums,31
2013,Slovenia,Vegetables cultivated for fruit (including melons),32
2013,Slovakia,Other oilseed crops n.e.c.,32
2013,United Kingdom,Hops,32
2013,Estonia,Strawberries,33
2013,Slovenia,Other oilseed crops n.e.c.,34
2013,Latvia,Cherries,35
2013,Cyprus,Pears,36
2013,Romania,Other root crops n.e.c.,37
2013,Bulgaria,Leafy and stalked vegetables (excluding brassicas),39
2013,Latvia,Leafy and stalked vegetables (excluding brassicas),39
2013,Serbia,Leafy and stalked vegetables (excluding brassicas),42
2013,Cyprus,Peaches,43
2013,Slovenia,Pears,43
2013,Finland,Fresh pulses,44
2013,Poland,Apricots,45
2013,Romania,Leafy and stalked vegetables (excluding brassicas),45
2013,Greece,Cultivated mushrooms,48
2013,Czech Republic,Soya,50
2013,Finland,Fruits from temperate climate zones,50
2013,Finland,Apples,50
2013,Latvia,Pears,51
2013,Slovenia,"Root, tuber and bulb vegetables",54
2013,Lithuania,Vegetables cultivated for fruit (including melons),55
2013,Bulgaria,Other industrial crops including energy crops n.e.c.,57
2013,Lithuania,Brassicas,58
2013,Serbia,"Aromatic, medicinal and culinary plants",58
2013,Romania,Apricots,62
2013,Slovakia,Other root crops n.e.c.,64
2013,Spain,Fibre crops,67
2013,Croatia,Other oilseed crops n.e.c.,69
2013,Croatia,Leafy and stalked vegetables (excluding brassicas),69
2013,Latvia,Strawberries,74
2013,Serbia,Potatoes (including seed potatoes),79
2013,Serbia,Root crops,82
2013,Turkey,Tobacco,82
2013,Czech Republic,Sunflower seed,83
2013,Slovenia,Oilseeds,85
2013,Cyprus,Apricots,86
2013,Bulgaria,Peaches,89
2013,Croatia,"Root, tuber and bulb vegetables",95
2013,Turkey,Rice,96
2013,Czech Republic,Other root crops n.e.c.,100
2013,Malta,Strawberries,100
2013,Croatia,Potatoes (including seed potatoes),101
2013,Croatia,Root crops,104
2013,Greece,Plums,105
2013,Spain,Berries (excluding strawberries),106
2013,Poland,Sunflower seed,106
2013,Croatia,Rye and winter cereal mixtures (maslin),108
2013,Czech Republic,Other industrial crops including energy crops n.e.c.,110
2013,Cyprus,Fresh pulses,111
2013,Cyprus,Industrial crops,113
2013,Cyprus,"Aromatic, medicinal and culinary plants",113
2013,Romania,Peaches,114
2013,Croatia,Berries (excluding strawberries),115
2013,Lithuania,"Root, tuber and bulb vegetables",115
2013,Poland,Soya,115
2013,Slovenia,Other root crops n.e.c.,115
2013,Czech Republic,Peaches,117
2013,Bulgaria,Rye and winter cereal mixtures (maslin),121
2013,Romania,Cherries,121
2013,Latvia,Berries (excluding strawberries),124
2013,Poland,Nuts,124
2013,Slovenia,Industrial crops,125
2013,Serbia,Rye and winter cereal mixtures (maslin),126
2013,Hungary,Apricots,129
2013,Slovakia,Strawberries,131
2013,Hungary,Peaches,132
2013,Poland,Peaches,133
2013,Czech Republic,Brassicas,138
2013,Estonia,Other industrial crops including energy crops n.e.c.,140
2013,Greece,Tobacco,140
2013,United Kingdom,Linseed (oilflax),140
2013,Romania,Pears,141
2013,Bulgaria,Oats and spring cereal mixtures (mixed grain other than maslin),142
2013,Cyprus,Apples,153
2013,Romania,Fresh pulses,157
2013,Hungary,Linseed (oilflax),165
2013,Slovenia,Rye and winter cereal mixtures (maslin),166
2013,Croatia,Olives,167
2013,Hungary,Other root crops n.e.c.,175
2013,Slovakia,Grapes,175
2013,Greece,Nuts,178
2013,Croatia,Vegetables cultivated for fruit (including melons),179
2013,Serbia,Soya,179
2013,Cyprus,Root crops,181
2013,Cyprus,Potatoes (including seed potatoes),181
2013,Greece,Nectarines,183
2013,Finland,Berries (excluding strawberries),184
2013,Romania,Brassicas,185
2013,Turkey,Other industrial crops including energy crops n.e.c.,194
2013,Bulgaria,Nuts,198
2013,Serbia,Oilseeds,198
2013,Greece,Other industrial crops including energy crops n.e.c.,202
2013,Estonia,Apples,203
2013,Serbia,Brassicas,206
2013,United Kingdom,Strawberries,208
2013,Hungary,Brassicas,210
2013,Slovenia,Olives,210
2013,Czech Republic,Durum wheat,211
2013,Turkey,Sugar beet (excluding seed),211
2013,Bulgaria,Barley,216
2013,Romania,Berries (excluding strawberries),219
2013,Finland,Strawberries,220
2013,Spain,Other root crops n.e.c.,223
2013,Cyprus,Plums,226
2013,Croatia,Nuts,227
2013,Bulgaria,Durum wheat,229
2013,Cyprus,Vegetables cultivated for fruit (including melons),230
2013,Hungary,Pears,231
2013,Lithuania,Other root crops n.e.c.,235
2013,Czech Republic,Vegetables cultivated for fruit (including melons),239
2013,Greece,Rye and winter cereal mixtures (maslin),242
2013,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),246
2013,Romania,Rye and winter cereal mixtures (maslin),246
2013,Serbia,Industrial crops,257
2013,Greece,Strawberries,265
2013,Bulgaria,Fresh pulses,267
2013,Hungary,Rice,268
2013,Romania,Nuts,271
2013,Cyprus,Nuts,273
2013,Slovakia,Potatoes (including seed potatoes),282
2013,Czech Republic,Cherries,285
2013,Greece,Cherries,287
2013,Estonia,Fruits from temperate climate zones,289
2013,Cyprus,Fruits from subtropical and tropical climate zones,293
2013,Serbia,Wheat and spelt,304
2013,Serbia,Common wheat and spelt,304
2013,Cyprus,Oats and spring cereal mixtures (mixed grain other than maslin),306
2013,Estonia,"Root, tuber and bulb vegetables",310
2013,Greece,Fibre crops,310
2013,Poland,Pears,314
2013,Latvia,Brassicas,316
2013,Bulgaria,Other cereals (including triticale and sorghum),330
2013,Cyprus,Plants harvested green from arable land,342
2013,Finland,Brassicas,342
2013,Slovakia,Root crops,346
2013,Croatia,Plums,349
2013,Lithuania,Other fresh vegetables n.e.c.,352
2013,Estonia,Other fresh vegetables n.e.c.,354
2013,United Kingdom,Rape and turnip rape seeds,359
2013,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),365
2013,Croatia,Sunflower seed,366
2013,Bulgaria,Grain maize and corn-cob-mix,373
2013,Slovakia,Rape and turnip rape seeds,378
2013,Serbia,"Root, tuber and bulb vegetables",384
2013,Spain,Sugar beet (excluding seed),390
2013,Croatia,Fresh vegetables (including melons),390
2013,Poland,Other fresh vegetables n.e.c.,396
2013,Croatia,Fresh vegetables (including melons) and strawberries,413
2013,Slovenia,Oats and spring cereal mixtures (mixed grain other than maslin),414
2013,Luxembourg,Other cereals (including triticale and sorghum),417
2013,Slovakia,Soya,419
2013,Latvia,Rape and turnip rape seeds,420
2013,Latvia,Oilseeds,421
2013,Slovenia,Barley,428
2013,Serbia,Other cereals (including triticale and sorghum),432
2013,Croatia,Rape and turnip rape seeds,436
2013,Spain,Cultivated mushrooms,437
2013,Cyprus,Leafy and stalked vegetables (excluding brassicas),438
2013,Hungary,"Root, tuber and bulb vegetables",445
2013,Romania,"Root, tuber and bulb vegetables",458
2013,Slovenia,Apples,462
2013,Lithuania,Fruits from subtropical and tropical climate zones,463
2013,Serbia,Vegetables cultivated for fruit (including melons),470
2013,Latvia,Industrial crops,474
2013,Turkey,Fresh pulses,484
2013,Bulgaria,Berries (excluding strawberries),487
2013,Hungary,Leafy and stalked vegetables (excluding brassicas),494
2013,United Kingdom,Oilseeds,499
2013,Latvia,Vegetables cultivated for fruit (including melons),505
2013,Estonia,Berries (excluding strawberries),507
2013,Hungary,Plums,519
2013,Hungary,Other oilseed crops n.e.c.,526
2013,Greece,Rice,528
2013,United Kingdom,Industrial crops,531
2013,Romania,"Aromatic, medicinal and culinary plants",556
2013,Lithuania,Fresh vegetables (including melons),580
2013,Bulgaria,Plums,581
2013,Slovenia,Grain maize and corn-cob-mix,586
2013,Greece,Apricots,589
2013,Poland,Cherries,592
2013,Lithuania,Fresh vegetables (including melons) and strawberries,601
2013,Romania,Sugar beet (excluding seed),606
2013,Slovenia,Wheat and spelt,611
2013,Greece,Oilseeds,621
2013,Croatia,Other cereals (including triticale and sorghum),632
2013,Greece,Pears,641
2013,Cyprus,Barley,643
2013,Bulgaria,Cherries,651
2013,Greece,Peaches,660
2013,Turkey,Soya,666
2013,Czech Republic,Plums,671
2013,Czech Republic,Pears,682
2013,Hungary,Cherries,682
2013,Serbia,Cherries,686
2013,Estonia,Fresh vegetables (including melons),687
2013,Hungary,Potatoes (including seed potatoes),689
2013,Romania,Plums,689
2013,Turkey,Peaches,696
2013,Serbia,Barley,703
2013,Lithuania,Berries (excluding strawberries),704
2013,Poland,Rape and turnip rape seeds,704
2013,Cyprus,Wheat and spelt,707
2013,Estonia,Fresh vegetables (including melons) and strawberries,720
2013,Slovenia,Other cereals (including triticale and sorghum),735
2013,Turkey,Other cereals (including triticale and sorghum),736
2013,Bulgaria,Plants harvested green from arable land,746
2013,United Kingdom,Pears,775
2013,Cyprus,Fresh vegetables (including melons) and strawberries,779
2013,Cyprus,Fresh vegetables (including melons),779
2013,Croatia,Grapes,795
2013,Slovenia,Grapes,816
2013,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),831
2013,Slovakia,"Aromatic, medicinal and culinary plants",836
2013,Turkey,Brassicas,842
2013,Hungary,Root crops,880
2013,Cyprus,Fruits from temperate climate zones,884
2013,Poland,"Aromatic, medicinal and culinary plants",892
2013,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),908
2013,Lithuania,Rape and turnip rape seeds,925
2013,Slovakia,Leafy and stalked vegetables (excluding brassicas),926
2013,Lithuania,Soya,929
2013,Czech Republic,Other oilseed crops n.e.c.,934
2013,Czech Republic,"Aromatic, medicinal and culinary plants",950
2013,Hungary,Durum wheat,952
2013,Poland,Oilseeds,953
2013,Poland,Other industrial crops including energy crops n.e.c.,968
2013,Slovakia,Fresh vegetables (including melons),968
2013,Turkey,Potatoes (including seed potatoes),969
2013,Croatia,Barley,988
2013,Croatia,Soya,988
2013,Cyprus,Olives,991
2013,Luxembourg,Wheat and spelt,991
2013,Luxembourg,Common wheat and spelt,991
2013,Spain,Other oilseed crops n.e.c.,1055
2013,Croatia,Apples,1061
2013,Slovenia,Potatoes (including seed potatoes),1070
2013,Slovenia,Other fresh vegetables n.e.c.,1086
2013,Spain,Cherries,1090
2013,Czech Republic,Oilseeds,1099
2013,Slovakia,Fresh vegetables (including melons) and strawberries,1099
2013,Poland,Plums,1102
2013,Hungary,Soya,1109
2013,Turkey,Oats and spring cereal mixtures (mixed grain other than maslin),1124
2013,Serbia,Fresh vegetables (including melons),1130
2013,Bulgaria,"Aromatic, medicinal and culinary plants",1149
2013,Serbia,Fresh vegetables (including melons) and strawberries,1158
2013,Cyprus,Citrus fruits,1173
2013,Turkey,Root crops,1179
2013,Slovenia,Root crops,1185
2013,Estonia,Other cereals (including triticale and sorghum),1190
2013,Czech Republic,"Root, tuber and bulb vegetables",1196
2013,Croatia,Oats and spring cereal mixtures (mixed grain other than maslin),1197
2013,Greece,Apples,1200
2013,Lithuania,"Aromatic, medicinal and culinary plants",1205
2013,Slovenia,Fresh vegetables (including melons),1218
2013,Slovenia,Fresh vegetables (including melons) and strawberries,1239
2013,Turkey,Plums,1254
2013,Hungary,Nuts,1256
2013,Latvia,Apples,1295
2013,Bulgaria,Sunflower seed,1296
2013,Bulgaria,Oilseeds,1298
2013,Serbia,Plums,1391
2013,Bulgaria,Fruits from temperate climate zones,1408
2013,Cyprus,Grapes,1414
2013,Poland,Other root crops n.e.c.,1420
2013,Latvia,Fruits from temperate climate zones,1447
2013,Estonia,Oilseeds,1485
2013,Croatia,Fruits from temperate climate zones,1486
2013,Turkey,Sunflower seed,1487
2013,Romania,Potatoes (including seed potatoes),1491
2013,Latvia,Other root crops n.e.c.,1506
2013,Croatia,"Aromatic, medicinal and culinary plants",1541
2013,Romania,Oats and spring cereal mixtures (mixed grain other than maslin),1568
2013,Netherlands,Rye and winter cereal mixtures (maslin),1574
2013,Czech Republic,Fresh vegetables (including melons),1602
2013,Turkey,Other oilseed crops n.e.c.,1612
2013,Czech Republic,Fresh vegetables (including melons) and strawberries,1613
2013,Estonia,Industrial crops,1631
2013,Turkey,Rye and winter cereal mixtures (maslin),1640
2013,Cyprus,Cereals for the production of grain (including seed),1656
2013,Cyprus,Cereals (excluding rice) for the production of grain (including seed),1656
2013,Hungary,Rye and winter cereal mixtures (maslin),1657
2013,Czech Republic,Apricots,1693
2013,Turkey,Pears,1759
2013,Poland,Brassicas,1774
2013,Netherlands,Other cereals (including triticale and sorghum),1791
2013,Slovenia,Fruits from temperate climate zones,1792
2013,United Kingdom,Rye and winter cereal mixtures (maslin),1803
2013,Finland,Industrial crops,1820
2013,Finland,Oilseeds,1820
2013,Finland,Rape and turnip rape seeds,1820
2013,Croatia,Oilseeds,1862
2013,Spain,Rice,1863
